Kategori,Isi
HRD,Data Gaji NIK 7763 atas nama Karyawan-63
HRD,Data Gaji NIK 4041 atas nama Karyawan-54
Strategi,Rencana Proyek Rahasia Strategis Kode-197
Keuangan,Transfer Rp 79000000 ke Rekening 30267429
Keuangan,Transfer Rp 54000000 ke Rekening 75081127
Keuangan,Transfer Rp 28000000 ke Rekening 64517521
IT Security,Server IP 20.74 API: XWDHYSVUWK
IT Security,Server IP 185.119 API: SBOCPSWRZK
Strategi,Rencana Proyek Rahasia Strategis Kode-432
Strategi,Rencana Proyek Rahasia Strategis Kode-749
Strategi,Rencana Proyek Rahasia Strategis Kode-585
Strategi,Rencana Proyek Rahasia Strategis Kode-117
HRD,Data Gaji NIK 6029 atas nama Karyawan-32
IT Security,Server IP 56.61 API: EFBNVMNDHH
Strategi,Rencana Proyek Rahasia Strategis Kode-102
Strategi,Rencana Proyek Rahasia Strategis Kode-216
Keuangan,Transfer Rp 35000000 ke Rekening 57871584
Strategi,Rencana Proyek Rahasia Strategis Kode-564
Keuangan,Transfer Rp 61000000 ke Rekening 80047553
Strategi,Rencana Proyek Rahasia Strategis Kode-923
Keuangan,Transfer Rp 82000000 ke Rekening 20335688
HRD,Data Gaji NIK 7811 atas nama Karyawan-90
IT Security,Server IP 68.197 API: MDGQWRIMME
Keuangan,Transfer Rp 87000000 ke Rekening 89396534
HRD,Data Gaji NIK 3529 atas nama Karyawan-58
Strategi,Rencana Proyek Rahasia Strategis Kode-867
HRD,Data Gaji NIK 8918 atas nama Karyawan-92
HRD,Data Gaji NIK 2231 atas nama Karyawan-77
Strategi,Rencana Proyek Rahasia Strategis Kode-280
HRD,Data Gaji NIK 6064 atas nama Karyawan-48
IT Security,Server IP 5.156 API: WDZFBPDPQJ
Strategi,Rencana Proyek Rahasia Strategis Kode-519
Keuangan,Transfer Rp 2000000 ke Rekening 98139876
Keuangan,Transfer Rp 74000000 ke Rekening 65858633
Keuangan,Transfer Rp 57000000 ke Rekening 37094754
HRD,Data Gaji NIK 6398 atas nama Karyawan-96
Strategi,Rencana Proyek Rahasia Strategis Kode-343
Strategi,Rencana Proyek Rahasia Strategis Kode-153
Keuangan,Transfer Rp 92000000 ke Rekening 22570895
HRD,Data Gaji NIK 3780 atas nama Karyawan-81
Keuangan,Transfer Rp 76000000 ke Rekening 30271960
Keuangan,Transfer Rp 86000000 ke Rekening 66688814
Keuangan,Transfer Rp 7000000 ke Rekening 49705983
Strategi,Rencana Proyek Rahasia Strategis Kode-438
IT Security,Server IP 147.31 API: ATHEMRRGHK
IT Security,Server IP 238.159 API: MXRCYOKAKR
Strategi,Rencana Proyek Rahasia Strategis Kode-908
Strategi,Rencana Proyek Rahasia Strategis Kode-305
Strategi,Rencana Proyek Rahasia Strategis Kode-529
HRD,Data Gaji NIK 1467 atas nama Karyawan-98
Keuangan,Transfer Rp 80000000 ke Rekening 92412927
Strategi,Rencana Proyek Rahasia Strategis Kode-757
HRD,Data Gaji NIK 5338 atas nama Karyawan-7
HRD,Data Gaji NIK 8237 atas nama Karyawan-9
IT Security,Server IP 102.176 API: FEDKWXSZBR
Keuangan,Transfer Rp 54000000 ke Rekening 75062256
IT Security,Server IP 119.22 API: PILFCCISCO
IT Security,Server IP 232.136 API: GAWPBELRLU
HRD,Data Gaji NIK 2827 atas nama Karyawan-58
IT Security,Server IP 75.211 API: BFJTNEDOOD
Keuangan,Transfer Rp 37000000 ke Rekening 49424178
Keuangan,Transfer Rp 25000000 ke Rekening 83666150
HRD,Data Gaji NIK 9138 atas nama Karyawan-45
Strategi,Rencana Proyek Rahasia Strategis Kode-142
Strategi,Rencana Proyek Rahasia Strategis Kode-607
IT Security,Server IP 16.158 API: NIWFBGTJEW
IT Security,Server IP 212.6 API: ZKORKRJPSO
Keuangan,Transfer Rp 79000000 ke Rekening 43160376
Strategi,Rencana Proyek Rahasia Strategis Kode-682
HRD,Data Gaji NIK 6837 atas nama Karyawan-18
Strategi,Rencana Proyek Rahasia Strategis Kode-455
HRD,Data Gaji NIK 3672 atas nama Karyawan-67
Strategi,Rencana Proyek Rahasia Strategis Kode-892
Keuangan,Transfer Rp 25000000 ke Rekening 44650335
Keuangan,Transfer Rp 26000000 ke Rekening 48474744
Strategi,Rencana Proyek Rahasia Strategis Kode-337
HRD,Data Gaji NIK 3673 atas nama Karyawan-63
HRD,Data Gaji NIK 2444 atas nama Karyawan-45
IT Security,Server IP 11.165 API: ROQQVVKGXR
Strategi,Rencana Proyek Rahasia Strategis Kode-328
Strategi,Rencana Proyek Rahasia Strategis Kode-762
HRD,Data Gaji NIK 7297 atas nama Karyawan-12
Keuangan,Transfer Rp 81000000 ke Rekening 12346127
IT Security,Server IP 207.186 API: NNYZTGYSQV
Keuangan,Transfer Rp 43000000 ke Rekening 14539912
HRD,Data Gaji NIK 3775 atas nama Karyawan-62
Keuangan,Transfer Rp 72000000 ke Rekening 32586999
IT Security,Server IP 244.56 API: PMOFJJZQXN
Keuangan,Transfer Rp 39000000 ke Rekening 25327037
IT Security,Server IP 83.203 API: OKTAHXINJB
HRD,Data Gaji NIK 4744 atas nama Karyawan-48
Keuangan,Transfer Rp 51000000 ke Rekening 80731955
HRD,Data Gaji NIK 6639 atas nama Karyawan-65
IT Security,Server IP 48.221 API: QJRJGTPLPC
Strategi,Rencana Proyek Rahasia Strategis Kode-777
IT Security,Server IP 110.155 API: XJILUSJDSN
Strategi,Rencana Proyek Rahasia Strategis Kode-748
Keuangan,Transfer Rp 27000000 ke Rekening 62683283
Strategi,Rencana Proyek Rahasia Strategis Kode-598
IT Security,Server IP 35.233 API: XNDUCTXJZO
IT Security,Server IP 12.201 API: TKDMMBBQDP
Strategi,Rencana Proyek Rahasia Strategis Kode-619
HRD,Data Gaji NIK 7092 atas nama Karyawan-73
Keuangan,Transfer Rp 42000000 ke Rekening 76230954
Strategi,Rencana Proyek Rahasia Strategis Kode-450
Strategi,Rencana Proyek Rahasia Strategis Kode-320
HRD,Data Gaji NIK 5696 atas nama Karyawan-41
Keuangan,Transfer Rp 59000000 ke Rekening 76109469
Strategi,Rencana Proyek Rahasia Strategis Kode-574
HRD,Data Gaji NIK 1619 atas nama Karyawan-90
HRD,Data Gaji NIK 9594 atas nama Karyawan-81
HRD,Data Gaji NIK 8144 atas nama Karyawan-67
Strategi,Rencana Proyek Rahasia Strategis Kode-246
IT Security,Server IP 110.143 API: PSLWDMQSJX
Strategi,Rencana Proyek Rahasia Strategis Kode-374
IT Security,Server IP 23.65 API: KDPAMCKIMO
Keuangan,Transfer Rp 87000000 ke Rekening 38086554
IT Security,Server IP 192.172 API: UTGJELUZUS
Keuangan,Transfer Rp 21000000 ke Rekening 36105080
Keuangan,Transfer Rp 14000000 ke Rekening 99663777
HRD,Data Gaji NIK 4988 atas nama Karyawan-22
HRD,Data Gaji NIK 1120 atas nama Karyawan-57
HRD,Data Gaji NIK 8722 atas nama Karyawan-8
Keuangan,Transfer Rp 34000000 ke Rekening 64862435
Keuangan,Transfer Rp 69000000 ke Rekening 14203434
Keuangan,Transfer Rp 93000000 ke Rekening 44316428
HRD,Data Gaji NIK 6859 atas nama Karyawan-46
IT Security,Server IP 232.90 API: EPUBATZOSU
Keuangan,Transfer Rp 86000000 ke Rekening 61308202
Strategi,Rencana Proyek Rahasia Strategis Kode-165
HRD,Data Gaji NIK 4748 atas nama Karyawan-58
HRD,Data Gaji NIK 2426 atas nama Karyawan-99
HRD,Data Gaji NIK 6421 atas nama Karyawan-96
IT Security,Server IP 157.138 API: VJAMUZMFVH
Keuangan,Transfer Rp 3000000 ke Rekening 54358236
Strategi,Rencana Proyek Rahasia Strategis Kode-192
IT Security,Server IP 19.82 API: SEFNPADMSM
Keuangan,Transfer Rp 8000000 ke Rekening 34283790
IT Security,Server IP 9.219 API: SMIOVEXMSN
Keuangan,Transfer Rp 64000000 ke Rekening 40245239
Keuangan,Transfer Rp 53000000 ke Rekening 94938480
HRD,Data Gaji NIK 8387 atas nama Karyawan-61
HRD,Data Gaji NIK 2452 atas nama Karyawan-53
Keuangan,Transfer Rp 8000000 ke Rekening 20894246
Strategi,Rencana Proyek Rahasia Strategis Kode-643
Keuangan,Transfer Rp 3000000 ke Rekening 83054127
IT Security,Server IP 98.80 API: AIOQONFWCI
HRD,Data Gaji NIK 5572 atas nama Karyawan-1
IT Security,Server IP 63.27 API: ZHFWLKKTZV
HRD,Data Gaji NIK 2597 atas nama Karyawan-46
IT Security,Server IP 25.7 API: CEASAJKVHA
HRD,Data Gaji NIK 9182 atas nama Karyawan-64
HRD,Data Gaji NIK 6861 atas nama Karyawan-75
IT Security,Server IP 247.31 API: CAPVDQAKSY
HRD,Data Gaji NIK 8088 atas nama Karyawan-69
IT Security,Server IP 253.246 API: DBUJWTSKXC
Strategi,Rencana Proyek Rahasia Strategis Kode-985
Strategi,Rencana Proyek Rahasia Strategis Kode-365
Strategi,Rencana Proyek Rahasia Strategis Kode-865
Keuangan,Transfer Rp 81000000 ke Rekening 77449950
HRD,Data Gaji NIK 6654 atas nama Karyawan-54
Keuangan,Transfer Rp 100000000 ke Rekening 45003353
Keuangan,Transfer Rp 78000000 ke Rekening 80902557
Strategi,Rencana Proyek Rahasia Strategis Kode-325
IT Security,Server IP 90.197 API: LKAZEPOECE
Keuangan,Transfer Rp 86000000 ke Rekening 15575487
Keuangan,Transfer Rp 58000000 ke Rekening 29943709
IT Security,Server IP 43.133 API: TBBRQHJOBC
Keuangan,Transfer Rp 34000000 ke Rekening 80706997
Strategi,Rencana Proyek Rahasia Strategis Kode-104
Keuangan,Transfer Rp 18000000 ke Rekening 34177539
IT Security,Server IP 81.165 API: MWNYZULYRH
Strategi,Rencana Proyek Rahasia Strategis Kode-578
Keuangan,Transfer Rp 87000000 ke Rekening 90573285
Keuangan,Transfer Rp 52000000 ke Rekening 25231779
HRD,Data Gaji NIK 4168 atas nama Karyawan-72
Keuangan,Transfer Rp 12000000 ke Rekening 85243410
HRD,Data Gaji NIK 5469 atas nama Karyawan-56
Strategi,Rencana Proyek Rahasia Strategis Kode-974
HRD,Data Gaji NIK 2221 atas nama Karyawan-9
HRD,Data Gaji NIK 8723 atas nama Karyawan-78
Strategi,Rencana Proyek Rahasia Strategis Kode-841
HRD,Data Gaji NIK 9862 atas nama Karyawan-26
IT Security,Server IP 141.8 API: AUWGMNMBYN
HRD,Data Gaji NIK 7618 atas nama Karyawan-59
Keuangan,Transfer Rp 83000000 ke Rekening 25293737
IT Security,Server IP 129.124 API: SPMARPDTUU
HRD,Data Gaji NIK 4190 atas nama Karyawan-40
HRD,Data Gaji NIK 7221 atas nama Karyawan-93
HRD,Data Gaji NIK 8334 atas nama Karyawan-96
IT Security,Server IP 152.123 API: CBXHFQGIAV
IT Security,Server IP 34.30 API: BCIYKBRNZV
HRD,Data Gaji NIK 1558 atas nama Karyawan-73
Strategi,Rencana Proyek Rahasia Strategis Kode-489
Strategi,Rencana Proyek Rahasia Strategis Kode-253
Keuangan,Transfer Rp 63000000 ke Rekening 83258466
IT Security,Server IP 156.47 API: ZGKXUZXJZW
HRD,Data Gaji NIK 7460 atas nama Karyawan-88
Keuangan,Transfer Rp 12000000 ke Rekening 99495356
IT Security,Server IP 43.18 API: EZSOZUHKJX
HRD,Data Gaji NIK 2670 atas nama Karyawan-34
HRD,Data Gaji NIK 8600 atas nama Karyawan-46
IT Security,Server IP 237.78 API: FJWZCGAIVT
Strategi,Rencana Proyek Rahasia Strategis Kode-604
HRD,Data Gaji NIK 4885 atas nama Karyawan-99
HRD,Data Gaji NIK 1772 atas nama Karyawan-84
Strategi,Rencana Proyek Rahasia Strategis Kode-965
Strategi,Rencana Proyek Rahasia Strategis Kode-441
IT Security,Server IP 182.211 API: ROCROYJFQL
IT Security,Server IP 219.161 API: AVFEEQTFRT
IT Security,Server IP 1.242 API: VWXTYDVXXU
IT Security,Server IP 201.170 API: LGNJSKHKKT
Keuangan,Transfer Rp 89000000 ke Rekening 84337969
HRD,Data Gaji NIK 9812 atas nama Karyawan-20
HRD,Data Gaji NIK 4531 atas nama Karyawan-91
Strategi,Rencana Proyek Rahasia Strategis Kode-756
Strategi,Rencana Proyek Rahasia Strategis Kode-816
HRD,Data Gaji NIK 4647 atas nama Karyawan-19
Keuangan,Transfer Rp 36000000 ke Rekening 46929824
Keuangan,Transfer Rp 30000000 ke Rekening 12491690
Keuangan,Transfer Rp 76000000 ke Rekening 67556945
Strategi,Rencana Proyek Rahasia Strategis Kode-429
IT Security,Server IP 214.107 API: UYKVFLSUZI
IT Security,Server IP 237.47 API: ZRIJRBZABQ
IT Security,Server IP 116.17 API: CGTHMCTOXM
Strategi,Rencana Proyek Rahasia Strategis Kode-480
HRD,Data Gaji NIK 4546 atas nama Karyawan-97
IT Security,Server IP 241.114 API: WDSIPYYZZN
Keuangan,Transfer Rp 29000000 ke Rekening 74717831
Keuangan,Transfer Rp 68000000 ke Rekening 39569904
HRD,Data Gaji NIK 3334 atas nama Karyawan-72
Keuangan,Transfer Rp 11000000 ke Rekening 21407028
HRD,Data Gaji NIK 4187 atas nama Karyawan-46
HRD,Data Gaji NIK 8952 atas nama Karyawan-20
HRD,Data Gaji NIK 5207 atas nama Karyawan-87
Keuangan,Transfer Rp 43000000 ke Rekening 82460712
Keuangan,Transfer Rp 83000000 ke Rekening 45827912
Strategi,Rencana Proyek Rahasia Strategis Kode-109
IT Security,Server IP 154.251 API: JSRAPFBAPR
HRD,Data Gaji NIK 8539 atas nama Karyawan-81
IT Security,Server IP 201.52 API: GWYSKTZHRY
IT Security,Server IP 215.25 API: EFKQBKHYRM
Keuangan,Transfer Rp 70000000 ke Rekening 14478603
HRD,Data Gaji NIK 8603 atas nama Karyawan-89
HRD,Data Gaji NIK 3041 atas nama Karyawan-70
IT Security,Server IP 87.109 API: DVPEOXGZWT
Keuangan,Transfer Rp 41000000 ke Rekening 91923857
Keuangan,Transfer Rp 20000000 ke Rekening 38251601
Strategi,Rencana Proyek Rahasia Strategis Kode-206
Keuangan,Transfer Rp 67000000 ke Rekening 23632618
HRD,Data Gaji NIK 1942 atas nama Karyawan-12
HRD,Data Gaji NIK 6544 atas nama Karyawan-69
Keuangan,Transfer Rp 12000000 ke Rekening 14404271
IT Security,Server IP 240.42 API: ALRHHSZYQT
Strategi,Rencana Proyek Rahasia Strategis Kode-491
Keuangan,Transfer Rp 9000000 ke Rekening 95617671
Keuangan,Transfer Rp 77000000 ke Rekening 52302129
Strategi,Rencana Proyek Rahasia Strategis Kode-558
IT Security,Server IP 191.67 API: AYJIRMDSDO
HRD,Data Gaji NIK 8184 atas nama Karyawan-53
HRD,Data Gaji NIK 8077 atas nama Karyawan-93
IT Security,Server IP 28.80 API: UZYHBVFPOY
IT Security,Server IP 151.204 API: TJTOVJUYMA
Strategi,Rencana Proyek Rahasia Strategis Kode-920
Strategi,Rencana Proyek Rahasia Strategis Kode-191
Keuangan,Transfer Rp 36000000 ke Rekening 15781474
IT Security,Server IP 76.216 API: JQVWQOBEAA
IT Security,Server IP 237.156 API: OUGRFUJPBP
Keuangan,Transfer Rp 57000000 ke Rekening 18299261
HRD,Data Gaji NIK 3807 atas nama Karyawan-38
HRD,Data Gaji NIK 6606 atas nama Karyawan-91
Strategi,Rencana Proyek Rahasia Strategis Kode-319
IT Security,Server IP 178.27 API: MVIALQXSPE
IT Security,Server IP 60.197 API: MSRLLCASGQ
Strategi,Rencana Proyek Rahasia Strategis Kode-849
Keuangan,Transfer Rp 17000000 ke Rekening 67091751
IT Security,Server IP 246.80 API: GJWWJSCTCH
Keuangan,Transfer Rp 66000000 ke Rekening 27635671
HRD,Data Gaji NIK 4839 atas nama Karyawan-9
IT Security,Server IP 213.26 API: TOAQFUDPBE
HRD,Data Gaji NIK 1979 atas nama Karyawan-1
HRD,Data Gaji NIK 9896 atas nama Karyawan-99
Keuangan,Transfer Rp 15000000 ke Rekening 33370486
Strategi,Rencana Proyek Rahasia Strategis Kode-938
Keuangan,Transfer Rp 55000000 ke Rekening 59961905
IT Security,Server IP 55.149 API: UZGBGWWXIQ
IT Security,Server IP 26.233 API: YPIXICUOJE
IT Security,Server IP 218.248 API: QQAMSNGYNZ
Keuangan,Transfer Rp 38000000 ke Rekening 45340145
Strategi,Rencana Proyek Rahasia Strategis Kode-366
HRD,Data Gaji NIK 1984 atas nama Karyawan-31
IT Security,Server IP 227.87 API: VRPXRLGSTT
HRD,Data Gaji NIK 3021 atas nama Karyawan-9
Keuangan,Transfer Rp 37000000 ke Rekening 78526667
IT Security,Server IP 7.237 API: VNSETCQXUM
HRD,Data Gaji NIK 9737 atas nama Karyawan-60
Keuangan,Transfer Rp 34000000 ke Rekening 59924003
IT Security,Server IP 62.161 API: QJBNJONJII
HRD,Data Gaji NIK 4097 atas nama Karyawan-90
HRD,Data Gaji NIK 3269 atas nama Karyawan-88
HRD,Data Gaji NIK 7716 atas nama Karyawan-2
IT Security,Server IP 202.98 API: ZHCPTQNIAK
IT Security,Server IP 52.112 API: HHYYJOVXTD
IT Security,Server IP 104.213 API: HZGXEBHJXL
Strategi,Rencana Proyek Rahasia Strategis Kode-440
Strategi,Rencana Proyek Rahasia Strategis Kode-443
Strategi,Rencana Proyek Rahasia Strategis Kode-227
Keuangan,Transfer Rp 52000000 ke Rekening 61416511
Strategi,Rencana Proyek Rahasia Strategis Kode-433
Keuangan,Transfer Rp 85000000 ke Rekening 84793186
HRD,Data Gaji NIK 9028 atas nama Karyawan-66
IT Security,Server IP 57.77 API: KVDQZQTYHH
Keuangan,Transfer Rp 33000000 ke Rekening 74639948
Strategi,Rencana Proyek Rahasia Strategis Kode-953
Keuangan,Transfer Rp 13000000 ke Rekening 84326813
IT Security,Server IP 119.51 API: LMUMDYIDMB
Strategi,Rencana Proyek Rahasia Strategis Kode-657
Keuangan,Transfer Rp 35000000 ke Rekening 56470751
Keuangan,Transfer Rp 24000000 ke Rekening 46166325
HRD,Data Gaji NIK 8519 atas nama Karyawan-30
Strategi,Rencana Proyek Rahasia Strategis Kode-757
HRD,Data Gaji NIK 7502 atas nama Karyawan-27
Strategi,Rencana Proyek Rahasia Strategis Kode-821
Strategi,Rencana Proyek Rahasia Strategis Kode-584
IT Security,Server IP 255.174 API: BASKNYHMTD
Keuangan,Transfer Rp 72000000 ke Rekening 10067589
HRD,Data Gaji NIK 9158 atas nama Karyawan-80
Strategi,Rencana Proyek Rahasia Strategis Kode-211
Keuangan,Transfer Rp 30000000 ke Rekening 17741076
HRD,Data Gaji NIK 6774 atas nama Karyawan-29
Keuangan,Transfer Rp 55000000 ke Rekening 94688024
IT Security,Server IP 203.231 API: XNTZMBFFQQ
Strategi,Rencana Proyek Rahasia Strategis Kode-729
HRD,Data Gaji NIK 4174 atas nama Karyawan-91
Keuangan,Transfer Rp 82000000 ke Rekening 61497491
Strategi,Rencana Proyek Rahasia Strategis Kode-282
Keuangan,Transfer Rp 89000000 ke Rekening 38224135
HRD,Data Gaji NIK 2529 atas nama Karyawan-43
Strategi,Rencana Proyek Rahasia Strategis Kode-330
Keuangan,Transfer Rp 75000000 ke Rekening 78527862
HRD,Data Gaji NIK 4075 atas nama Karyawan-63
HRD,Data Gaji NIK 9518 atas nama Karyawan-31
HRD,Data Gaji NIK 9045 atas nama Karyawan-23
HRD,Data Gaji NIK 1786 atas nama Karyawan-52
Strategi,Rencana Proyek Rahasia Strategis Kode-576
HRD,Data Gaji NIK 1525 atas nama Karyawan-87
HRD,Data Gaji NIK 9615 atas nama Karyawan-92
Keuangan,Transfer Rp 16000000 ke Rekening 46985152
Keuangan,Transfer Rp 72000000 ke Rekening 94460158
IT Security,Server IP 186.207 API: XKSVKYPBMV
Strategi,Rencana Proyek Rahasia Strategis Kode-657
Keuangan,Transfer Rp 30000000 ke Rekening 35969499
Keuangan,Transfer Rp 40000000 ke Rekening 54115620
HRD,Data Gaji NIK 3141 atas nama Karyawan-89
IT Security,Server IP 146.31 API: FOQCGOHAZI
Strategi,Rencana Proyek Rahasia Strategis Kode-886
Keuangan,Transfer Rp 86000000 ke Rekening 89748590
Strategi,Rencana Proyek Rahasia Strategis Kode-647
Keuangan,Transfer Rp 41000000 ke Rekening 77558467
Strategi,Rencana Proyek Rahasia Strategis Kode-137
IT Security,Server IP 61.128 API: LESEDQLTIP
Keuangan,Transfer Rp 71000000 ke Rekening 25110687
Strategi,Rencana Proyek Rahasia Strategis Kode-396
HRD,Data Gaji NIK 5572 atas nama Karyawan-60
Strategi,Rencana Proyek Rahasia Strategis Kode-614
IT Security,Server IP 114.142 API: EXOPLRQESI
Strategi,Rencana Proyek Rahasia Strategis Kode-503
Keuangan,Transfer Rp 71000000 ke Rekening 50564871
Keuangan,Transfer Rp 90000000 ke Rekening 45994789
Keuangan,Transfer Rp 36000000 ke Rekening 81207024
Strategi,Rencana Proyek Rahasia Strategis Kode-839
HRD,Data Gaji NIK 7900 atas nama Karyawan-15
HRD,Data Gaji NIK 3726 atas nama Karyawan-69
Strategi,Rencana Proyek Rahasia Strategis Kode-599
HRD,Data Gaji NIK 6027 atas nama Karyawan-71
Strategi,Rencana Proyek Rahasia Strategis Kode-643
Keuangan,Transfer Rp 95000000 ke Rekening 81746590
HRD,Data Gaji NIK 7086 atas nama Karyawan-62
Keuangan,Transfer Rp 70000000 ke Rekening 36114513
Strategi,Rencana Proyek Rahasia Strategis Kode-886
Keuangan,Transfer Rp 37000000 ke Rekening 47887105
HRD,Data Gaji NIK 3247 atas nama Karyawan-42
HRD,Data Gaji NIK 1027 atas nama Karyawan-24
HRD,Data Gaji NIK 3942 atas nama Karyawan-72
Strategi,Rencana Proyek Rahasia Strategis Kode-140
HRD,Data Gaji NIK 2225 atas nama Karyawan-79
IT Security,Server IP 23.161 API: GBOWPDNXTP
IT Security,Server IP 114.233 API: ZRRXPTQYGO
IT Security,Server IP 52.249 API: YUIDRBPNCI
Keuangan,Transfer Rp 90000000 ke Rekening 93054239
Strategi,Rencana Proyek Rahasia Strategis Kode-865
Keuangan,Transfer Rp 51000000 ke Rekening 35494966
IT Security,Server IP 62.25 API: EPVJEYXDEM
Strategi,Rencana Proyek Rahasia Strategis Kode-965
Keuangan,Transfer Rp 60000000 ke Rekening 40072830
HRD,Data Gaji NIK 6524 atas nama Karyawan-29
Strategi,Rencana Proyek Rahasia Strategis Kode-935
Strategi,Rencana Proyek Rahasia Strategis Kode-702
IT Security,Server IP 211.52 API: DEMAZCKXNC
HRD,Data Gaji NIK 7567 atas nama Karyawan-72
HRD,Data Gaji NIK 8527 atas nama Karyawan-77
Keuangan,Transfer Rp 17000000 ke Rekening 79279190
HRD,Data Gaji NIK 6385 atas nama Karyawan-22
Strategi,Rencana Proyek Rahasia Strategis Kode-263
HRD,Data Gaji NIK 1734 atas nama Karyawan-66
Strategi,Rencana Proyek Rahasia Strategis Kode-414
IT Security,Server IP 168.197 API: GVXSAYXXDU
Strategi,Rencana Proyek Rahasia Strategis Kode-233
HRD,Data Gaji NIK 5885 atas nama Karyawan-54
HRD,Data Gaji NIK 8253 atas nama Karyawan-69
HRD,Data Gaji NIK 7505 atas nama Karyawan-7
Strategi,Rencana Proyek Rahasia Strategis Kode-572
Keuangan,Transfer Rp 48000000 ke Rekening 70445038
HRD,Data Gaji NIK 4483 atas nama Karyawan-68
Strategi,Rencana Proyek Rahasia Strategis Kode-788
IT Security,Server IP 6.210 API: OETTAWNBQJ
Strategi,Rencana Proyek Rahasia Strategis Kode-305
Keuangan,Transfer Rp 33000000 ke Rekening 51246158
IT Security,Server IP 146.109 API: MKNVEKNSUI
IT Security,Server IP 22.158 API: LELEMEKJSP
HRD,Data Gaji NIK 8432 atas nama Karyawan-41
IT Security,Server IP 56.43 API: NJGDKNMOWE
IT Security,Server IP 171.219 API: AHCNWJVARB
Strategi,Rencana Proyek Rahasia Strategis Kode-662
